#!,Workbook:,Custom,Custom
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.
#!,For more information visit http://aka.ms/hackingstem/
1222.85,1194.34,1205.66,1177.15,-8.15,8.15,-14.59,14.59,-14.25,-8.59
1222.61,1193.51,1206.49,1177.39,-8.96,8.96,-16.09,16.09,-14.55,-8.06
1221.18,1193.33,1206.67,1178.82,-9.21,9.21,-16.91,16.91,-13.92,-7.25
1217.76,1193.99,1206.01,1182.24,-8.84,8.84,-16.66,16.66,-11.89,-5.87
1214.82,1195.46,1204.54,1185.18,-8.27,8.27,-15.59,15.59,-9.68,-5.14
1211.21,1196.31,1203.69,1188.79,-7.34,7.34,-13.97,13.97,-7.45,-3.76
1207.98,1196.52,1203.48,1192.02,-6.09,6.09,-12.16,12.16,-5.73,-2.25
1205.00,1196.45,1203.55,1195.00,-4.59,4.59,-10.28,10.28,-4.27,-0.73
1204.55,1195.94,1204.06,1195.45,-3.34,3.34,-8.97,8.97,-4.30,-0.25
1204.25,1195.20,1204.80,1195.75,-2.28,2.28,-8.16,8.16,-4.53,0.28
1205.64,1194.86,1205.14,1194.36,-1.71,1.71,-7.91,7.91,-5.39,-0.25
1207.96,1194.00,1206.00,1192.04,-1.59,1.59,-8.34,8.34,-6.98,-0.98
1210.49,1193.91,1206.09,1189.51,-1.96,1.96,-9.16,9.16,-8.29,-2.20
1213.92,1193.94,1206.06,1186.08,-2.90,2.90,-10.41,10.41,-9.99,-3.93
1218.11,1194.51,1205.49,1181.89,-4.53,4.53,-12.03,12.03,-11.80,-6.31
1220.36,1195.30,1204.70,1179.64,-6.28,6.28,-13.47,13.47,-12.53,-7.83
1221.95,1195.82,1204.18,1178.05,-7.96,7.96,-14.72,14.72,-13.06,-8.88
1222.47,1195.06,1204.94,1177.53,-9.09,9.09,-15.84,15.84,-13.70,-8.77
1222.27,1193.50,1206.50,1177.73,-9.52,9.52,-16.91,16.91,-14.38,-7.89
1219.95,1193.03,1206.97,1180.05,-9.27,9.27,-17.28,17.28,-13.46,-6.49
1217.54,1193.83,1206.17,1182.46,-8.77,8.77,-16.91,16.91,-11.86,-5.68
1214.71,1195.29,1204.71,1185.29,-8.15,8.15,-15.78,15.78,-9.71,-5.00
1212.06,1196.64,1203.36,1187.94,-7.46,7.46,-14.22,14.22,-7.71,-4.35
1208.40,1197.11,1202.89,1191.60,-6.34,6.34,-12.28,12.28,-5.64,-2.76
1207.08,1196.45,1203.55,1192.92,-5.15,5.15,-10.78,10.78,-5.31,-1.77
